yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF7ER	Entry
174207	H2KYJ5
174207	Q8I7N5
7056	P07204
7057	P07996
180818	Q18164
174203	P20163
174203	V6CL98
33230	Q7KTZ4
33230	Q9VPR0
33231	Q9VPR1
33232	Q9VPR2
812529	Q8I206
33234	Q9VPR4
33235	Q9VPR5
37755	A0A0B4LGG4
37755	Q9W1K5
33237	Q9VPR7
33238	A0A0S0WMK2
33238	Q9VPR8
33238	X2JCX9
33239	Q9XZU0
37759	Q9W1K2
8148	Q92804
237877	Q4QY64
237877	Z4YKQ9
6999	P48775
831690	A0A178UKL7
831690	Q9LZC3
283254	Q96MB7
8140	Q01650
6996	B4DI29
6996	B4E127
6996	Q13569
6997	F5H1T8
6997	P13385
6990	P51808
6992	A2BEK1
6992	O60927
6993	P63172
40787	A0A126GUQ4
40787	Q0KIA8
40787	Q9VI16
40785	A0A0B4KFB8
40785	A0A0B4LGR1
40785	Q6NN86
40785	Q9VI14
40780	Q9VI09
40781	A0A1B2AJC2
40781	Q9VI10
339230	Q6PK04
40789	B9A0M7
40789	Q9VI18
813952	C0H5B1
3647694	A0A1D8PS81
212168	Q8C7B8
170821	Q9ER24
824353	A0A1I9LNF9
824353	Q9SV13
100503670	P47962
100503670	Q3TKR5
100503670	Q58EU6
822244	Q9LIN5
822246	Q9LIN3
395476	O93417
822241	A0A1I9LPR6
822241	Q9LIN9
829295	A0A178UXK6
829295	Q67XW5
829298	A8MS03
829298	O48549
829299	A0A1P8B4K2
829299	O81776
379876	A0A1L8FKT1
379876	Q8QHK8
824852	A0A178VIK4
824852	Q9LES3
817074	A0A178VR99
817074	A8MQZ8
817074	Q94AW9
40438	Q9VNX1
40439	Q9VNX0
811349	Q8I5B2
843079	A0A178WLV8
843079	Q9CAG1
40434	Q9VNX4
40435	Q9VNX3
40436	A0A0S0WH03
40436	A4IJ59
40436	A4V2A4
40436	M9NDY6
40436	M9NEH9
40436	M9NGB9
40436	M9PIK1
40436	P91632
40436	Q0E8A7
40436	Q95SZ9
843075	B3H4Y3
843075	Q9CAG4
40430	Q9VNX9
40431	B7Z098
40431	M9MS45
40431	Q9VNX8
40432	Q9VNX7
40433	M9MSM4
40433	M9PFZ1
40433	Q7KTV5
40433	Q9VNX6
819358	O22265
811166	Q7KQK3
811166	Q9GUX2
170823	Q3T9A5
170823	Q8BZM1
38176	M9PDV3
38176	M9PE64
38176	Q8IRG8
38176	Q8IRG9
38176	Q9W0E3
38177	Q9W0E2
38174	Q95RU0
38175	Q8IRH0
38175	Q8IRH1
38175	Q9W0E4
38173	A4V193
38173	Q8T6B9
38170	Q9W0F0
47781	P13468
172263	O01497
38178	Q8MQP7
38178	Q9W0E1
818992	A0A178VZV0
818992	A0A1P8AZC1
818992	Q9SLM8
5740176	A0AVV3
407831	Q7TQI0
827842	C0LGQ9
35892	A1Z7K8
819646	A0A178V8A5
819646	Q9CAV2
819647	Q38893
819644	A0A178VBG6
819644	Q9CAV0
100127274	A9JSS1
43202	Q9VBE0
43203	Q8I0N3
43203	Q9VBD9
43200	Q9VBE2
174979	Q9NAF9
43206	Q9VBD6
43207	Q9VBD5
282125	P62261
43208	Q9VBD4
282126	P68509
174976	Q9NAG2
827996	Q9ZR03
174974	Q9NAG4
19164	P49769
19164	Q3UYK2
19165	A0A0R4J1F2
19165	Q3U4P5
19165	Q61144
19166	P49722
19167	E0CX62
19167	O70435
19167	Q3TEL1
19167	Q58EV4
11352	B2RQ57
11352	F8VQH0
11350	P00520
11350	Q3SYK5
225745	Q8BHX1
819356	O22267
838529	Q93YP9
835334	Q9LTG0
811168	Q8I5T5
2538775	Q92374
835332	Q940C2
228714	Q8CID0
60321	Q923D5
147841	B4E086
147841	Q8NBT2
839698	Q9C7E8
832645	Q8LGF7
832644,832643	A0A178U9L8
832644,832643	F4JY76
839690	A0A178W1S4
839690	A8MS55
839690	Q9C7F5
828523	A0A178V158
828523	Q9STX2
828522	A0A178V5B2
828522	Q9STX3
8674049	A0A0B4JDD0
8674049	E1JIF4
8674049	Q8MRQ5
8674049	Q8WTI8
828526	A0A178V563
828526	A0A1P8B5M1
828526	Q56XQ5
828526	Q94KB2
828525	A0A178UYG7
828525	A0A1P8B8K6
828525	Q9STX0
8674044	A0A0C4DHN4
242050	Q3V1M1
19293	P32848
19293	Q545M7
19290	P42669
19291	O35295
19294	P32507
19294	Q80XJ5
19294	Q8C6F2
19298	Q8VCI5
19299	P55096
364834	D4A259
150356	Q6NUI6
102724594	P0DN76
102724594	Q01081
839349	A0A178W7T6
839349	Q9MAM1
839348	A0A1P8ATV0
839348	F4I780
839348	Q9ZVN4
821298	A0A178VE79
821298	Q96502
839341	A0A178W696
839341	A0A178W761
839341	F4HQG9
839341	F4HQH3
839341	Q6R0H1
60491	A0A024R3V5
60491	A0A024R3V7
60491	Q9GZT8
60492	Q9GZT6
64130	Q9HAP6
839345	A0A178WHU2
839345	Q06588
64136	Q9ESP1
60496	Q9NRN7
839346	A0A178WJ83
839346	A8MRN9
839346	Q9MAU4
80764	Q9BT49
80760	A0A096LP62
80760	C9J2H1
80760	G5E9D8
80760	Q86UX2
80760	Q96JW9
80762	Q9BT67
80763	Q9BT56
2538926	Q9Y7R7
2538927	O59774
2538924	O94413
2538922	O74455
2538923	O74852
2538920	O74478
2538921	Q9USL7
842039	Q9LG23
842038	F4I3G8
842038	Q6NKY5
173615	O44858
2539140	O94711
835595	Q8VY17
46074	Q9W1V8
173611	Q95X85
842031	A0A1P8AWK0
842031	A0A1P8AWM1
842031	Q8VYB2
42554	Q9VD89
46078	A1Z6H4
46078	Q7K1T1
842032	A4FVR1
42551	H0RNK8
42551	Q9VD92
42550	A0A0B4KGM3
42550	A0A0B4LHG1
42550	Q27368
42553	P26019
842036	Q8GY23
3346160	Q59DX6
3346162	A0A0B4K6A2
3346162	A0A0B4K6R0
3346162	A0A0B4K785
3346162	A0A0B4K7J4
3346162	A0A0B4KH06
3346162	A0A0B4LIE3
3346162	Q59DV8
3346162	Q8IH40
177720	Q18809
3346167	A0A0B4K657
3346167	A8JR10
3346167	B7Z0K1
3346167	B7Z0K2
3346167	Q59DW9
3346167	Q59DX2
3346167	Q6XK19
3346167	Q6XK20
161931	Q8NCV1
820274	A0A178VBD7
820274	Q9SRL3
90589	Q96I27
284612	B4DYR7
284612	Q5VXT5
103284	Q8R205
84578	Q6P6W3
90580	Q9BSF4
818076	A0A178VSN1
818076	Q6DBG8
835807	F4K964
16822	Q60787
833999	Q9FLD4
16825	P70662
16826	A0A0G2JFS7
16826	O55203
16828	A0A1B0GSX0
16828	P06151
16828	Q564E2
7832	P78543
7837	Q92626
813482	Q8I2U7
245902	Q8C9M2
837404	A0A178WBB7
837404	B9DHD7
12116	O35490
818077	A0A178W190
818077	Q5S2C4
51455	Q49AI5
51455	Q9UBZ9
219988	Q86TB9
17199	A0A0B6VTJ4
17199	Q01727
831172	A0A178UPF2
831172	Q9LYU5
17196	P04370
17196	Q3UGF3
17196	Q542T4
17196	Q5D096
831170	Q9LYU7
831171	Q5W7F2
17193	A0A0R4J0A8
17193	Q3UGS3
17193	Q9Z2D7
17192	D3YTR4
17192	Q9Z2D8
831174	A0A178UKL8
831174	Q9LYU3
17190	A0A0R4J159
17190	A0A286YDI1
17190	Q9Z2E2
9353	O94813
9352	O43396
9352	V9HW51
9351	Q15599
9350	O95813
9356	Q4U2R8
9355	B3KNJ5
9355	P50458
9354	Q14139
338662	Q8NGM9
219983	Q8NGJ1
2540522	O43037
84576	D3ZVU7
365872	A0A0G2K6H8
365872	Q5PQQ3
818207	Q9SJM4
8999	A0A140VJG1
8999	B4DH08
8999	J3KNE8
8999	Q92772
365877	K7S2S2
365877	P0CC09
2540527	O94469
818203	A0A1P8B2N0
818203	Q8GW19
8992	O15342
8993	O75594
8991	Q13228
8991	V9HWG1
8996	O60936
8996	Q5TZN6
8997	C9IZQ6
8997	J3QSW6
8997	O60229
8994	Q9UGP4
64829	Q62768
829739	Q8VYR5
821120	A0A178VB37
821120	Q9SGA6
48339	Q9VG94
48338	Q9VG95
48337	Q9VG96
45524	Q9V558
48335	Q9VG98
829732	F4JNT9
829732	F4JNU1
829732	F4JNU2
829732	F4JNU3
829732	Q494N5
829734	A0A178UYS0
829734	P18616
829737	A0A178V2T4
829737	B3H5Y0
829737	Q42560
820655	A0A178V9L7
820655	B5X583
820655	F4JFU5
820655	F4JFU7
820655	Q9LUL4
851733	P14832
851730	Q03768
851731	Q03769
851736	P13663
851737	P46674
851734	P50106
827604	Q9SN43
26940	A0A0R4J174
26940	Q9QZH6
26941	P70441
26941	Q3TG37
851738	Q03770
851739	Q03771
243084	Q5S248
513666	A1A4R1
843844	A0A178W4M5
843844	A0A178W4P3
843844	A0A1P8ASF0
843844	A8MR31
843844	Q9C9Q1
164781	A0A140VKH6
164781	B4DX89
164781	G5EA46
164781	Q8N136
59303	A0A0H2UHA6
59303	Q9Z142
1948	P52799
1949	Q15768
1942	P20827
1943	O43921
68743	Q8K298
1946	D6RDV5
1946	P52803
1947	P98172
1944	P52797
1945	P52798
174575	Q09383
179049	O76447
684558	A0A0U1RS25
684558	F1LY19
422601	Q5ZI72
179045	A0A0K3AS68
179045	Q94251
811295	Q8I5G5
179041	Q8IA49
179041	Q8IA50
179041	Q9UAV5
179040	G5EC91
2859	A8K2J1
2859	B2RA17
2859	Q9HC97
39669	Q9VUN7
178398	O18229
851088	Q05934
851089	Q05937
178392	D3YT85
178392	D3YT86
178392	O62159
851085	Q05933
851086	P51862
851087	P40319
178396	O18253
178397	O18230
851082	Q3E7Y3
851083	Q05930
1490	P29279
1490	Q5M8T4
1491	P32929
170670	Q64428
1493	P16410
1495	B4DKT9
1495	B4DU00
1495	G3XAM7
1495	P35221
1496	F6KRI5
1496	P26232
1496	Q49AD3
811298	Q8I5G2
54321	P37397
1499	A0A024R2Q3
1499	B4DGU4
1499	P35222
54323	Q63053
38742	Q03445
77827	A0A0N4SVV3
77827	A0A140T8R3
77827	Q6NXZ1
824956	A0A178V9H0
824956	Q42551
79039	Q8TDD1
824955	A0A178VGZ1
824955	Q9M2R1
175610	P49596
175611	Q22694
175612	Q22696
20044	P62264
79031	Q9H2J4
79033	B4DEX5
79033	B4DN03
79033	O43414
79034	Q96N11
79035	A0A024RB89
79035	Q9BQ15
79036	A0A024R7M2
79036	Q9BQD3
79037	Q6DKI7
828066	A0A1P8B6V4
828066	Q9M149
828060	F4JHH5
840014	Q8W245
252884	Q96N95
54933	B7Z1Y9
54933	Q9NX52
252881	Q62825
2541489	Q09851
2541488	Q9UTC2
543735	Q9SMD1
285613	Q8NC24
55486	C9JNP8
55486	Q9H300
2541480	Q09850
2541482	Q09844
35891	Q7JXC6
2541484	Q09852
2541487	Q09848
170676	Q7TN75
826554	A0A1P8B816
826554	D0EL35
826554	F4JKR3
842615	B9DFB5
842615	F4I1Z0
842615	Q8VZB3
79022	Q9BVX2
297727	D4A9Z6
815135	A0A178VUX1
815135	A0A1P8B073
815135	F4IIA5
815135	O81147
2540684	O94684
2540685	O14346
2540686	O74350
2540687	O74348
2540680	O74789
170673	Q920Q0
2540682	Q9HGL8
176364	P34478
51869	Q6PR54
256643	A2AJT9
222967	B2RC85
222967	P0C881
2540689	O94355
256646	Q86Y26
40844	Q9VI56
40847	A0A0B4KGN4
40847	Q86BP3
40847	Q9VI58
40841	Q9VI53
40843	A0A0B4K6K7
40843	Q9VI55
40842	A0A0B4K6A9
40842	A0A0B4KF71
40842	Q9VI54
176361	P34475
67772	Q09XV5
67773	Q9D1P2
40849	A4V2J1
40849	Q24400
40848	P06603
67776	Q99KC8
1234	P51681
1234	Q38L21
1235	P51684
1236	A0N0Q0
1236	J3KSS9
1236	P32248
1230	P32246
1230	Q5U003
89829	G3V6D2
89829	O88583
1232	A0A024R2Z3
1232	P51677
1232	Q8TDP4
1232	Q8TDP5
340390	A6NE52
66423	Q9CQ13
89825	G3V6H9
89825	Q9Z2G8
188371	H2KZ49
179326	H2L0C5
1238	A0A024R2X7
1238	O00590
89821	A0A0G2K7J3
89821	Q9QX01
89822	Q96T54
182360	Q17776
835488	F4JYT3
200185	Q8N6L1
296480	Q6PCT3
947077	P63284
2540538	O74787
8456	O15353
8938	O94812
200186	Q53ET0
2540533	O94391
2540530	O94656
8939	A0A024R8A7
8939	Q96I24
35122	Q8INX3
178025	A0A061AL65
178025	G5ECS9
178025	G5EFE6
178026	Q93930
35121	P50535
35121	X2J6S0
35126	Q9VJ61
35127	Q9VJ60
35125	A0A023GQ99
35125	Q9VJ62
283742	Q52LJ0
35128	Q9VJ59
35129	Q9VJ58
178028	Q93934
178029	Q18302
8452	A0A024R475
8452	B7Z600
8452	Q13618
159195	B7Z7X1
159195	Q70EL1
32478	Q9VXU8
32474	Q9VXV2
32471	M9PHN8
32471	Q27580
32471	X2JF40
32470	Q8IR34
32470	Q9VXV6
32473	Q9VXV3
8462	B7ZAX4
8462	O14901
8462	Q53QU8
8463	A0A024QZE2
8463	Q15562
8460	A0A024RDK9
8460	O60507
8467	O60264
8464	A0A024RD67
8464	B4E1H0
8464	O75486
8468	O75344
92342	A0A024R8Y7
92342	O95568
92345	Q96HR8
92344	B3KQ87
92344	Q5T7V8
92346	O95561
92346	Q5R3C7
175819	G8JY43
175819	P46550
35698	A0A0B4K702
35698	A0A0B4K7U0
35698	A0A0B4K7U2
35698	A0A0B4KEE5
35698	A1Z718
35698	A1Z719
35698	A1Z720
35698	A1Z721
35698	A1Z722
35698	A8DY53
35698	G4LU21
79092	Q9BXL6
814479	O77390
175817	Q21955
35690	Q7JWD3
35691	A1Z709
50514	Q9P2X7
50515	A0A024RBL0
50515	Q9NPF2
50512	Q9NZ53
35695	Q6NR22
35696	Q8T0J3
35696	Q9V4P1
50511	A0A024RBF8
50511	Q8IZU3
259646	Q19965
566846	Q0P484
81574	A0A0G2K6Y2
81574	P04774
34271	Q9VLB0
842951	P49333
842956	A0A1P8AQN3
842956	A0A1P8AQX6
842956	Q9FNV8
259649	N1NTE7
259649	Q8WQG5
842954	Q9C8Y2
842955	Q9FNV9
5203	Q9NQP4
816349	A0A1P8AXM0
816349	F4IQI5
816349	Q9ZPW6
816346	F4IQH8
816346	Q9ZPW3
184261	Q19279
816344	B9DGB6
816344	Q8GVE5
79095	Q9BUW7
64524	P50137
414555	Q6NUG8
831828	A0A178UNX1
831828	O04375
301513	Q5PQL2
414553	Q6NUG3
7174	P29144
7174	Q5VZU9
26445	Q9R1P3
26444	Q3THL2
26444	Q3UIT9
26444	Q542H2
26444	Q9Z2U0
26447	A0A0R4J1Z5
26447	E9Q3H9
26447	E9QJU6
26447	Q6R3M4
26446	Q545G0
26446	Q9R1P1
26441	Q9R1P0
26440	Q3TS44
26440	Q9R1P4
26443	E0CXB1
26443	Q9QUM9
26442	Q3UPK6
26442	Q9Z2U1
767874	Q76LV1
2869565	Q00674
25620	A0A0G2JYV9
25620	A0A0G2K748
25620	D3ZXY8
25620	M0RCG1
25620	Q03061
25621	Q6P9V1
25622	P41499
25624	Q63666
25626	Q10758
190999	D3NQA7
190999	Q9U2S8
75475	Q8K010
361207	Q5I0E7
107513	Q9CY50
191661	Q3Y407
24974	Q6MGB8
2542592	O14116
2542590	Q9P6K5
2542591	Q9P377
2542596	O13881
92960	Q96HA9
2542594	O14075
2542595	Q9P7P9
2542598	O14254
2542599	Q09736
816696	A0A178VWT5
816696	F4IHJ8
816696	Q9SIK2
816697	A0A178VYA8
816697	B9DGF8
816697	Q9SIK1
26198	P00406
26198	Q8SEZ5
36868	A0A0B4LFJ1
36868	Q23997
7179	P56180
26191	B4DZW8
26191	G3K0T4
26191	Q9Y2R2
26190	B4DT60
26190	Q9UKT8
35861	C0HK98
35861	C0HK99
31363	E1JJD6
31363	Q9W4M7
297109	Q5XI20
31364	M9PGF6
31364	M9PJ19
31364	P34082
31364	X2JAF4
31364	X2JCI0
446451	Q6DEE0
375759	Q5SZB4
854049	Q12273
854048	Q92392
227292	P58466
227292	Q5I0X8
854043	Q12239
854042	P13902
854040	Q08245
854047	Q12366
854046	Q12215
227298	Q6NS82
36863	O18408
50505	Q3UEU6
50505	Q9QZD4
4072	P16422
50507	B3KQ17
50507	B7Z523
50507	B7Z529
50507	Q9NPH5
508652	Q05B83
10195	C9J7S5
10195	Q92685
399274	Q63ZT4
25085	P04177
25086	P05182
2081	O75460
2086	Q14264
25081	P04639
35682	Q5BIC3
818139	A0A178VWJ3
818139	Q9ZQP3
814530	O97290
227120	Q3USB7
4341971	Q0D9S3
233328	Q3UHC2
101060521	Q9NVU0
15417	P20615
818138	Q9ZQP2
338321	Q7RTR0
836200	A0A178UQ26
836200	Q9FJH6
174144	P23678
222183	A0A087WXA3
36578	A0A0B4LF33
36578	A0A0B4LFB8
36578	A0A0B4LGF5
36578	A1Z9N0
36578	Q95U20
817568	O64731
396252	F1NBD7
396252	P13863
444341	Q6GNI4
146059	Q8IWY9
188816	Q03607
36571	A0A0B4LF29
36571	A0A0B4LFC7
36571	A0A126GUP1
36571	A1Z9M3
36571	A1Z9M4
36571	A8DYD1
36571	A8DYD2
36571	A8DYD3
36571	B7YZE6
36571	Q7KHK4
185826	Q9XV36
146057	Q6IQ55
146057	Q8IWY7
146050	Q05BJ4
146050	Q8IWY8
146050	Q96AG1
36575	P40657
36576	A0A0B4LFD9
36576	Q8T3U2
301555	A0A0G2JSP3
301555	B5DF89
810691	Q8IIM6
63887	A0A250SHE5
63887	P12760
834637	A0A178UDV3
834637	Q38903
20907	O35526
20907	Q497P1
20907	Q5D0A4
20905	P50427
133686	A0A024R048
133686	B7Z8V7
133686	Q4G0N4
20901	B2RUC7
20901	Q9Z1Z2
2871825	A0A1U8QW26
2871825	Q5B1P8
9132	B3KQH8
9132	P56696
20909	P70452
89910	A0A024RBI2
89910	Q7Z3V4
42958	A0A0B4KGV9
42958	A0A126GV03
42958	Q8IMV6
221981	Q9UPZ6
447134	Q8QFW7
2655499	C0H4W3
33432	P07713
387032	A0A0S2Z658
387032	B7Z7H3
387032	Q969J2
58814	P70566
33436	Q9VQD0
43869	M9NF00
43869	Q9U4H5
33434	Q24179
33435	A4V013
33435	Q9NLA6
33438	Q9VQD2
33439	P82713
18412	Q64337
2540947	O43021
2540946	O59701
326283	Q8AY16
2540943	Q9HGN8
2540942	O74389
2540941	Q9Y7Y2
2540940	O59700
9130	Q14320
853811	P35732
9015	A8K4K5
9015	B4DS21
9015	Q15573
824519	Q9LFG8
853812	O60200
853815	P35735
853814	P35734
853817	P36012
9013	B3KUE8
9013	Q15572
853819	P36090
853818	P32801
841375	A0A1P8AVI5
841375	Q9XIB8
9019	A0A024R8Y3
9019	A8K5D4
9019	O95297
841370	Q9XIB3
37229	A1ZBK7
37228	Q94523
199675	Q8IX19
37223	Q8MT48
37222	A1ZBK1
37221	Q4U2G8
37221	Q8IH56
37220	A0A0B4JCT9
37220	A1ZBJ8
37226	A0A0B4KG92
37226	Q4V5E4
37225	A0A0B4KFC9
37225	A1ZBK4
71099	A3QQQ9
71099	A3QQR1
71099	A9P6P7
71099	Q9D411
822000	A0A178VKX8
822000	A0A1I9LN81
822000	Q56YJ8
822001	A0A178V751
822001	Q0WQ76
9136	O43818
100732	D3Z6G3
100732	Q2UZW7
100732	Q6PER3
183280	Q93351
84818	Q8NAC3
180957	A8WFK2
180957	H2KZE2
180957	H2KZE3
180957	H2KZE4
831254	A0A178U936
831254	Q9FMU5
180955	Q8MXV7
180955	Q8MXV8
180952	Q966J6
833541	A0A178ULI4
833541	F4K1D3
833541	Q9FKI2
226982	Q05D44
226982	Q6A002
404552	Q6XE38
71885	A2ACJ2
182888	Q27471
68263	Q9D051
2539213	O74497
178997	P27798
68267	Q80X52
68267	Q9D6M3
2745608	A8MR38
2745608	Q6DBF6
811637	Q8IM36
2539210	Q9Y7S8
3783747	A0A0B6VPZ5
3783747	Q8AZJ5
3783746	A0A0S2YQH1
3783746	P0C732
3783746	Q8AZK7
3783745	G3CKQ9
3783745	P03205
3783745	P0C6Z5
3783744	K9URC5
3783744	P03206
2539217	O14400
67439	Q9DCD2
833546	P58048
2539216	O74417
856553	P32899
856552	P32904
856551	P38845
856557	P17123
856556	P38849
856555	P38848
856554	P32900
4345	B4DDZ6
4345	F8W7G1
4345	P41217
856558	P17122
4343	Q5JR04
4343	Q9HCE1
4342	P00540
4340	Q16653
4340	Q5SSB8
28081	A2A6P4
28081	Q3TYF6
28081	Q9CQP1
827274	Q84WN3
790955	Q6UW78
79370	A0A024RAR1
79370	A0A140VJF2
79370	Q9BZR8
268301	Q8C0J6
225182	Q80YR6
378698	A0A1L8FR58
378698	P13903
172501	Q22849
852079	Q03322
172502	Q22853
172505	P51875
172504	G5EEY5
172504	Q565A2
5740408	A8JUS7
5740408	X2JHQ0
852070	Q03289
852071	Q03290
852072	P34165
852073	P36527
852074	Q00947
852075	P38904
852076	Q03305
852077	Q03306
428969	F1NHM9
428969	Q5ZLN1
9139	O43439
854898	Q03630
854899	Q03631
285368	Q5FWE3
854891	Q04526
854892	Q04533
854893	P81450
854894	Q04545
854895	P53759
854896	Q03629
854897	P25719
183755	P91185
2540882	O74394
180224	K8F7X9
180224	Q9U1U3
24246	P15791
180221	A8WI97
180221	L8E6L7
180221	L8E811
180221	L8EC36
180221	Q8I4B8
180221	Q8I4B9
180221	Q9U1T5
180221	Q9U1T6
244216	Q8BJ90
244218	P83714
244218	Q0VB69
180228	O45316
23345	A0A0C4DG40
23345	B4E3R1
23345	B7Z9Y6
23345	F8WAI0
23345	Q8NF91
23344	A0A024RB16
23344	A0A024RB17
23344	Q9BSJ8
23347	A6NHR9
188034	Q22123
24242	P0DP29
24242	P0DP30
24242	P0DP31
23348	A0A0A0MT38
23348	A6H8Z6
23348	B3KXE2
23348	B7Z2G6
23348	B9EG73
23348	Q9BZ29
1472	P01036
76824	Q9CWE0
109135	E9Q6H8
109135	Q6ZPK1
76820	Q8BHZ0
23029	P42696
303812	D4A7U5
72046	Q5NCI0
72046	Q6NXN0
9390	Q9Y226
813671	Q8IE96
813670	Q8IE99
813672	Q8IE95
823971	Q8LSZ4
218194	B1B1B8
218194	Q2M3X8
218194	Q3TLK1
819938	Q84JA7
72042	Q544F6
72042	Q9CQI6
43958	Q9V3E9
84321	Q96J01
817958	A0A178VQA8
817958	A0A1P8B0W7
817958	Q6X7J4
817959	A0A1P8B2A3
817959	O22951
817959	Q0WN57
819936	A0A178VMT0
819936	Q9SRR8
813917	C0H5L5
43952	M9PCC3
43952	P91641
38527	E1JIC9
38527	O96881
43950	P56079
43950	X2JC55
43951	M9PJE8
43951	Q24337
853389	P47042
853388	P47041
2539706	O60127
74469	B1AV36
74469	Q9D3R9
171858	Q9N4H9
853381	P40366
38521	Q9VZE9
853383	Q3E7B2
853382	P22353
853385	P40368
853384	P40367
853387	P47040
853386	P47039
23023	E9PC87
23023	O94876
170956	Q9QY02
127534	Q9NTQ9
2539702	O94378
72049	Q3SXS6
72049	Q3SXS7
72049	Q9D8D0
855769	P50278
852383	P38251
852380	P18238
839104	A0A178WB57
839104	Q8RVQ9
852386	P11633
852387	P38253
852385	P15873
855761	P53727
855760	P11655
852388	P32830
852389	P24031
855765	P53599
855764	P53730
855767	Q6Q546
855766	P32838
853033	P40961
853032	P53279
853031	P53278
853030	P53277
853037	P53281
853036	P23638
853035	P53280
853034	P29340
5094	Q15366
853039	P53283
829116	A0A1P8B6K8
829116	A0A1P8B6L1
829116	Q700E3
2539800	O94631
5095	P05165
173754	Q19932
68153	Q3UIR2
68153	Q9D902
173750	Q20877
51296	Q8IY34
121355	A0A024RB57
121355	Q8WW33
173758	H2KYD0
173758	Q6A578
813095	Q8I3I5
813094	Q8I3I6
3641743	A0A1D8PKC2
231329	Q8CFI7
813090	Q8I3J0
182578	O01488
51398	Q9Y284
821723	Q9LVD9
821726	A0A178VFU1
821726	P28297
821726	Q0WWE9
820093	Q147F4
817276	A0A178VUQ5
817276	Q1ECN0
85480	Q969D9
820094	A0A1I9LSC6
820094	Q8H1P9
820098	A0A178VGL7
820098	P25860
85489	Q9EPJ1
285598	Q6PCE2
285598	Q8N8L6
835902	A0A178UGE9
835902	Q8GW24
835902	Q9FJM4
835901	Q9FDX1
835900	Q9FJM5
219249	Q91W18
835905	B9DGT1
835905	Q8RWS9
821349	A0A178VFP1
821349	A0A1I9LLB8
821349	Q9LV18
852926	P53224
852924	P53223
852925	P31787
852922	P53221
852923	P53222
852920	P40989
852921	P53220
852928	Q12269
852929	Q12485
856236	P24869
856237	P30283
856234	Q06489
558010	A2BF97
856232	Q06109
856233	Q06116
856230	Q06107
856231	Q06108
20981	G3X9Y1
20981	O35681
856239	Q06490
100038882	Q4FJR9
100038882	Q64339
827379	Q9SUK8
2655049	C0H4N3
2655045	Q8IBT2
172743	P29691
827371	O23512
2655041	Q8IBT8
827375	A0A178V5T1
827375	O23515
43539	B7Z0R9
43539	Q9VAE4
854560	Q08902
854562	Q08904
854563	Q08905
854564	Q08906
830996	A0A178URW8
830996	A0A1P8BB55
830996	O24646
830996	Q1H5E5
854566	Q08908
854567	Q08909
854568	P05066
854569	Q08910
830999	A0A178UAM2
830999	Q9FJF7
2541725	O14093
41082	Q95RX5
839814	A0A178WEF2
839814	F4I1G5
84289	A0A1B0GW41
84289	Q8WYH8
84288	Q5VUJ9
41086	Q9VHI1
41087	Q94527
172082	O02658
41085	E1JIG1
41085	P29503
84283	Q9BSE2
84282	B3KV69
84282	Q8IUD6
84281	Q9BSF0
84280	B7Z503
84280	D3DQW7
84280	Q9BSF8
84287	B1AMU0
84287	B4DNL2
84287	Q969W1
84286	D3DVN5
84286	Q9BSA9
84285	A0A024R5B9
84285	Q8N9N8
84284	Q5TDE9
84284	Q9BSD7
442801	Q5FWH6
2541428	O13718
9334	O43286
18996	P17208
33374	Q9VQ62
33377	A8DYT2
33377	A8DYT3
33377	M9PE16
33377	Q9VQ67
18992	P31360
33370	Q9VQ58
33373	Q8IPY3
33373	Q9VQ61
33372	Q9VQ60
779337	Q2TCH4
33379	B7YZY9
33379	Q9Y0H4
26	P19801
18999	P20263
57172	Q96NX5
36962	A1ZAT2
837417	A0A178WIM6
837417	B9DFS3
837417	Q8L4B2
837416	A0A178W3U3
837416	O04034
837414	A0A178W9Q9
837414	O04036
837413	A0A178WFZ8
837413	A8MR75
837413	B1GXJ7
837413	Q94KE0
5481	E5KN55
5481	Q08752
5480	P45877
828858	A0A178UYE3
828858	A0A1P8B3Z7
828858	A0A1P8B403
828858	A2RVK7
175367	Q1T6W7
175367	Q9BL68
175367	Q9BL69
175360	Q9UA62
175361	H2KZL0
175361	H2KZL1
175361	Q9UA61
36632	Q7JY80
146556	Q6UX73
44100	A4V1B2
44100	Q9NB04
83884	Q9BXI2
83885	Q99ML6
36639	B7YZH1
36639	Q0E976
36638	A0A0B4K7Z5
36638	Q7KLV9
44108	A0A0B4KEE9
44108	Q95RW8
83882	A0A087WWT4
83882	A0A087X235
83882	F1T0E7
83882	F1T0E8
83882	Q6PJ65
83882	Q9H1Z9
818132	A0A178VL95
818132	Q8RUC6
242667	B1AS06
242667	Q3TY61
242667	Q6PFD5
818130	A0A178VLP0
818130	C0LGL9
242662	Q14BY7
242662	Q80U57
41626	Q9VFX8
41627	E1JIJ9
41627	P20193
41625	A0A0B4KGI5
41625	E1JIJ8
41625	P07140
41622	Q9VFY3
41623	Q9VFY2
41620	Q9VFY5
41621	Q9VFY4
398679	A0A1L8ESQ6
398679	Q7T184
20401	A2A5V2
20401	A2A5V3
20401	P55194
41628	Q9VFX6
41629	Q9VFX5
112611	B2R7R2
112611	B4DZK9
112611	Q9UIY3
315707	P32577
178620	Q9UAQ6
314423	H9N1L3
314423	H9N1L4
137964	Q2TU73
