yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF7ER	Entry
57750	Q9JJA4
57753	Q8VI84
1103	D3DX95
1103	P28329
1103	Q6LEN5
1103	Q6LEN6
105785	Q8R1L4
3581	Q01113
105787	Q3TUQ7
105787	Q5EG47
105787	Q8BUX6
854168	Q12118
3586	P22301
3586	Q6FGW4
3587	Q13651
854164	P25036
854165	Q12339
854166	Q08387
854167	Q12094
854160	Q12442
854161	P20052
854162	Q12149
854163	Q12001
75015	D3YUG0
75015	G5E8V6
75015	Q80ZP0
2540507	O59677
3553	P01584
36720	Q7K1W5
36723	A1ZA23
36722	A1ZA22
36725	Q7K3M9
36724	A0A0B4K743
36724	A0A0B4K7R0
36724	A0A0B4K800
36724	A0A0B4K878
36724	A0A0B4KER5
36724	A0A0B4KF75
36724	A0A0B4KG26
36724	A1ZA24
36724	A1ZA25
36724	A8DYF1
36724	A8DYF2
36724	D2NUF2
36724	E1JH74
36727	P48609
36726	O61491
850883	Q06287
36728	A1ZA28
850880	Q06266
850887	Q06324
850886	Q06321
186214	Q20742
850884	Q06315
843577	A0A178W2J3
843577	A0A1P8ARP3
843577	Q9C9E3
1109	P17516
162466	Q8TCT1
474382	P0C5Y9
837090	A0A178W6Y0
837090	Q8H102
837096	A0A178WLF5
837096	A0A1P8AVI7
837096	Q9MA40
12211	A0A1S6GWH6
12211	O88738
12211	Q3UYZ6
374739	A0A140VJW9
374739	Q6URK8
3558	P60568
3558	Q0GK43
134864	Q96RJ0
83408	Q99MI6
820500	A0A178V6X6
820500	Q9LK61
817448	O81069
2540429	O94385
817442	A0A178VZJ7
817442	A1L4W8
817442	F4IJN8
817442	P46573
83401	Q9HB03
817440	A0A178VV16
817440	Q84Y18
432219	Q6IP72
817445	A0A178W0E8
817445	A0A2H1ZE36
817445	C0LGL4
810797	Q8IIC4
57560	Q9P2H3
810793	Q8IIC8
810792	Q8IIC9
810791	Q8IID0
816215	A0A178VUM9
816215	F4IMF6
340533	Q5QGS0
251414	M9PEB8
251414	Q9VRX6
810799	Q8IIC2
81617	A0A024RDT3
81617	Q86WE6
81617	Q9H9S4
819617	A0A178V9J0
819617	F4J4T3
819617	Q9SR15
316009	D3ZDX5
944821	P10408
124925	Q53EL9
4324599	I3QD41
4324599	P12331
15510	P63038
81614	A0A024R372
81614	Q8N8Q9
12591	P43241
12591	Q543L9
814238	Q8IDH3
81611	B4E0D5
81611	E9PLC4
81611	Q9BTT0
81610	Q9H4H8
814230	Q8IDJ4
814231	Q8IDJ1
814233	Q8IDI5
37090	P20240
33770	Q9VMR2
18510	Q00288
33772	Q9VMR0
33775	Q9VMQ7
33775	X2J4N6
33774	Q9VMQ8
18514	D9J2V6
18514	P41778
18514	Q71VB4
18515	O35984
18515	Q4FJL3
33779	Q9VMQ3
33778	Q9VMQ4
18518	Q61249
18519	B2RR30
18519	Q9JHD1
415475	R4GI40
380207	Q7ZYA6
2911	Q13255
2911	Q59HC2
827076	A0A178URW4
827076	A0A1P8B545
827076	Q39050
76014	G3X8T2
76014	H3BIW0
76014	Q0P678
39522	Q2PDX8
39522	Q9VU86
39523	Q9VU87
39520	Q9VU84
851124	Q06071
39527	M9MRT4
39527	M9MRT9
39527	M9MRU5
39527	M9MRV0
39527	M9MRZ0
39527	M9MRZ5
39527	M9MS33
39527	M9MS36
39527	M9MS39
39527	M9MSL1
39527	M9MSL2
39527	M9PI52
39527	Q9VU90
39527	Q9VU91
39524	Q9VU88
39525	Q9VU89
841439	A0A1P8AWW0
841439	A0A1P8AWY5
841439	Q84JH7
39529	M9PCE5
39529	Q9VU94
2915	A8K5P7
2915	P41594
829631	A0A178V7U4
829631	Q9SW55
851121	Q06063
31738	O96660
31737	Q0IGR3
31736	Q9W3J8
31735	Q9W3J9
718	B4DR57
718	P01024
718	V9HWA9
31732	Q9W3K3
171465	F1QNP6
171465	Q8QHL5
287299	Q6AYF7
40706	A0A0B4LGT7
40706	Q9VNH1
3642033	A0A1D8PFD3
40707	Q9VNH2
40704	A0A0B4KG76
40704	A0A0B4KGK7
40704	E1JJ52
40704	Q8IPP5
40704	Q9VNG9
34019	Q9VM16
34018	Q9VM17
7354403	B7Z018
34011	Q9VM25
713	A0A024RAB9
713	P02746
3361491	Q9UTS6
34012	M9PCU0
34012	P10676
34015	Q9VM20
34014	Q9VM21
34017	Q9VM18
34016	C9QPE7
34016	Q9VM19
814490	O77381
814805	A0A178W0U6
814805	P42745
814496	O77375
811464	Q8I501
39293	D6W4U9
39293	Q8IQG1
43046	Q9VBU2
39297	Q9VTK2
68507	A0A087WPM2
68507	B8QI36
434689	K7N660
68505	Q3UVL4
68501	A0A2I3BS18
68501	Q91VT1
317852	Q8SXB3
291434	P24049
816892	A0A1P8AXQ5
816892	A0A1P8AXW0
816892	O80476
816890	F4IMK6
816890	O80474
362454	B4F7C7
84993	D3DW56
84993	Q96S82
84992	Q3MUY2
84991	Q5W009
84991	Q96I25
183656	Q22924
31193	O46054
821383	O24617
31190	O97418
31197	Q9W510
192277	O35814
31195	O46050
31194	O18399
4224	B7ZL91
4224	Q16819
4225	J3QKX5
4225	Q16820
31198	Q9W509
4221	A0A024R5D2
4221	A0A024R5E3
4221	O00255
4221	Q9GZQ5
4222	P50221
4223	P50222
72221	Q9DA42
79230	Q8N988
170731	Q80U63
842759	A0A178WQK9
842759	A0A1P8AV66
842759	Q8VY91
239170	Q80YR2
91368	Q96HQ2
91369	A8IK34
91369	Q6AI12
172462	G5EE25
172461	A5JYT2
172461	Q17581
852139	Q04418
852138	P56508
172465	Q21771
852135	P08458
852134	P08459
172468	Q21776
852136	Q04412
852131	P32472
852130	P32474
852133	Q04411
246648	A0A0B4LF45
246648	P82712
2542347	Q09722
396818	P35495
396818	Q4R0H6
854999	P27692
854998	Q04231
2539641	P21135
854995	Q04228
854994	P49957
854997	P54837
854991	P50109
38422	Q1ECB1
38422	Q9VZP9
854993	Q04226
854992	P26570
838378	A0A178W197
838378	Q9LMT2
811560	Q8I4Q6
2542343	O13746
838377	A0A1P8AQQ2
838377	Q944L9
816969	Q541V7
816969	Q9ZQ34
17286	P32443
839028	A0A1P8AS15
839028	O48682
180304	Q9U1Y5
244551	P60324
244551	Q0VDU5
180302	C6S3M5
180302	Q8I136
56916	Q9H4L7
180300	Q9U3A4
44451	A0A0B4KG69
44451	Q9VF92
56917	A0A024R0S2
56917	A0A024R0W2
56917	H0YNA8
56917	Q49A38
56917	Q99687
839024	A0A178WD97
839024	Q1EBT7
839024	Q8VXV4
172466	Q21774
2539648	Q9P6I2
110611	Q3U4Z7
110611	Q3V1M8
110611	Q8VDJ3
825189	Q9FNX5
613037	A6NJU9
825185	A0A1I9LPE8
825185	A0A1I9LPE9
825185	Q682I4
825183	A8MSC6
825183	F4JAM3
825183	Q9M1D0
825181	Q93ZQ2
2540293	Q9P7M0
181650	G5EED4
76900	Q3U4B1
13017	P56546
13017	Q3UGL5
13017	Q91YZ2
494521	Q7TPL3
172467	B2D6M2
308508	B1WC32
819870	Q9ZPI5
817857	A0A178VXE2
817857	A0A1P8B2S1
817857	P43254
817851	O48626
261603	Q8MR63
819878	A0A178VEK8
819878	Q84W92
175598	Q20049
270685	Q3V3R1
817858	Q84MD6
70012	Q8BMK0
175596	Q9U3A0
4538	H9EC08
4538	P03905
2539228	Q9USM5
2540299	P17477
4539	P03901
4539	Q7GXZ4
42348	Q9VDU7
29560	D4A8P8
29560	O35800
42340	A0A0B4JCY1
42340	A0A0B4KGH4
42340	Q8IN71
42340	Q9VDV4
42341	A0A0B4LHE7
42341	Q9XZH6
42342	Q9VDV3
42343	Q9VDV2
838950	A0A1P8APE2
838950	Q1PFT2
838950	Q9LDT3
855648	P34072
855649	P53941
175591	Q21603
855642	P14242
855643	P53937
855640	P39013
855641	D6W196
855646	P53939
855647	P53940
855644	P53938
855645	P17536
853774	P36076
853775	Q00873
853776	P36077
853777	P17505
853770	P33314
853771	P33324
853772	P36075
853773	P35201
10307	O95704
10307	Q59EH2
10307	Q96DX9
853778	P36078
10302	A0A024R5X1
10302	O75971
10300	Q9BVA0
4794	A0A024RD24
4794	O00221
4794	Q96F31
443895	Q6GQD5
4795	A0A0A0MRT5
4795	A8K778
4795	Q5STV6
4795	Q9UBC1
396363	P43347
121256	Q14C87
4796	Q96HA7
313647	Q6P747
6288	P0DJI8
6289	P0DJI9
11622	P30561
11622	Q3U5D9
6284	Q99584
6285	A0A0S2Z4C5
6285	P04271
6286	P25815
6280	P06702
6281	P60903
6282	P31949
6282	V9HWH9
4791	Q00653
81824	Q99PD4
81826	Q9JJP0
821404	Q6Q4D0
821403	A0A178VIY8
821403	Q9LSA5
172406	O44985
81822	P60711
81823	Q9R010
81829	P04636
184681	Q19587
832794	Q94CI7
827122	A0A1P8B4X2
827122	B3H6E4
827122	F4JIE0
827122	F4JIE1
827122	Q8W108
827123	A0A190V511
827123	A0A1P8B4T7
827123	A0A1P8B4V3
827123	F4JIE4
827123	Q7XA73
827121	Q710E8
827126	F4JIE8
827127	A0A1P8B8B1
827127	Q683C3
827127	Q8VY20
827124	A0A1P8B4W3
827124	Q0WSS4
827124	Q8GXE2
827125	A0A178UTC8
827125	A0A190V505
827125	A0A1P8B7N6
827125	Q8GY55
11624	A0A0R4J020
11624	A0A0R4J1D3
11624	Q3U1U7
11624	Q8C696
100505753	A8MUX0
835824	A0A178UDY1
835824	F4KAK2
835824	F4KAK3
835824	Q9LU68
835827	A0A178U9M5
835827	A0A1P8BE76
835827	Q9LVD7
11629	O70200
11629	Q4FJL9
835822	A0A1P8BHE2
835822	Q9LL84
835823	F4KAK0
835823	Q9LU69
38455	Q9VZL5
38454	A0A1B3Q3M2
38454	M9PBM4
38454	Q9VZL6
38457	Q9VZL3
38456	A4V1F9
38456	P0CG69
823805	P53497
823804	Q9SNC6
208266	Q6XZL8
38452	Q9VZL8
861	Q01196
860	A0A0D9SEN7
860	I3L354
860	Q13950
860	Q32MY8
863	O75081
862	A0A087WWT6
862	A0A0A0MSU1
862	B2R6I9
862	Q06455
862	W8FW32
38459	M9PEJ1
38459	Q9I7T5
38459	Q9VZL1
864	A0A024RAH4
864	Q13761
867	P22681
866	P08185
56098	Q9Y5F7
45374	Q9BKJ2
45374	Q9W0R8
80313	A0A140VJN2
80313	B3KUK5
80313	B4DW88
80313	Q9C0I9
44029	Q9V3E7
840953	A0A178WCE5
840953	Q9MA79
812625	A0A144A0C5
812625	O96133
80888	Q9JK92
80884	Q99PB4
80884	Q9ER67
44021	Q9VL02
44021	X2J7P4
80886	Q9EP97
44027	A0A0B4KEU2
44027	A1ZB51
44027	E1JGL0
44027	Q9N693
44027	Q9NBW0
5216	P07737
854204	P38930
5214	Q01813
854206	Q08412
854201	P32854
5213	A0A024R0Y5
5213	P08237
854203	P32480
5211	P17858
5211	Q7L2M7
947816	P0A7R5
2540834	O60148
947814	P0A7V3
854209	Q08416
854208	P12611
5218	B4DK59
5218	E7EUK8
5218	O94921
538029	A2VDK8
14595	P15535
14595	Q3U478
1466439	P0C269
2539588	O14062
2539586	O74529
2539585	O59819
854299	Q12486
122786	Q96NE9
2539582	O74510
2539581	O59823
2539580	Q9Y7U6
33191	Q9VPM2
70333	Q76KJ5
854297	Q12375
818433	Q9ZVH5
33193	Q8SXU0
18655	P09411
1466434	Q3E796
2541162	Q9C0W7
2541163	O94698
2541160	Q9UUM7
395635	A0A1D5NW46
395635	F1NM39
2541166	O94331
2541164	O94672
2541165	P50582
17931	Q9DBR7
17933	P97500
17933	Q0VGN2
17932	B0R0C1
17932	Q8CFC2
819166	A0A1P8AXS9
819166	A0A1P8AXT7
819166	O64638
33197	Q9VPM9
17937	Q3TYF1
17937	Q61127
51312	Q71JB2
51312	Q9NYZ2
17938	P70670
17938	Q60817
14370	Q61091
854291	Q01476
14376	A1A4T2
14376	Q8BHN3
55672	Q3BBV0
14375	A0A0R4J187
14375	P23475
394328	Q6PF20
45959	P23696
45959	X2JDI1
319651	A0A0R4J2D0
319651	Q8C0R0
394321	A0A1L8FV26
394321	Q9DF60
146212	Q17RG1
55676	B3KU87
55676	B5MCR8
55676	Q6NXT4
51314	Q8N427
395988	A0A1D5NUY7
395988	A0A1D5PI18
395988	O42392
79684	B4E1M0
79684	Q6P1R3
79989	A0AVF1
79989	B7Z1H0
79989	B7Z2T3
79989	Q96CU4
81649	G3V617
81649	Q56A33
66902	Q9CQ65
66905	Q9DBG5
91752	Q7Z570
41704	C7LAF6
41704	Q9VFP2
41707	Q9VFP0
41706	Q9VFP1
41701	Q9VFP6
41700	Q9VFP7
41703	Q24168
41702	Q9VFP5
79680	Q7L3V2
41709	A0A0B4KGN1
41709	A0A126GUT4
41709	Q95V55
41708	Q9VFN9
67671	Q52KP0
67671	Q9JJI8
36550	A1Z9K0
174284	P21541
79980	A8K3X3
79980	Q9H410
40252	A4V264
40252	Q8SX44
40255	Q9VPG1
40256	Q9VPG0
40257	Q9VPF9
57684	Q9HCK0
40259	Q7JQW6
17756	P20357
17756	Q3TLQ0
17756	Q3URJ7
17756	Q80ZL4
174288	Q09443
174289	Q09444
818915	P28187
818914	A0A1P8AYK1
818914	Q9ZW82
818917	Q9ZW80
818916	A0A178VYF7
818916	A0A178W053
818916	A0A2H1ZE46
818916	F4IQ66
382056	Q68ED7
2542776	O94537
818918	Q67YI9
2542777	O14236
15425	B2RUB8
15425	P10629
15425	Q543H4
6915	P21731
6915	Q05C92
6915	Q0VAB0
15427	P09633
6917	B7Z4W0
6917	P23193
6910	Q99593
832052	A0A178UQD1
832052	Q9M651
15423	Q08624
6913	Q8N8P2
6913	Q96SF7
839001	A0A1P8AT76
839001	Q84K16
15429	Q01822
6919	Q15560
6919	Q6IB64
398298	Q8QHM0
115352	Q96P31
831615	Q9LF53
831611	A0A178UM46
831611	Q3E9G4
831611	Q9LF57
831610	A0A178UML4
831610	A0A1P8BD42
831610	Q940U9
7728	Q9Y473
834066	A0A178U9M1
834066	Q94BY8
171102	P48965
171103	P48966
834063	A0A178UPN8
834063	Q84K38
834061	Q9FM36
71041	Q99NA9
50814	Q15738
50813	Q9UBW8
7726	A0A024RCP3
7726	Q12899
7727	I3L2H2
7727	Q15697
734387	Q58E10
817165	A0A178VYA3
817165	Q570B4
161357	Q7Z553
817167	A0A178VZL0
817167	F4ITP1
828834	A0A178V256
828834	O81829
828834	Q0GUM1
833754	F4K8L9
833755	A0A178UBB8
833755	P25070
833756	A0A178WBP5
833756	A0A1P8BAP4
833756	F4K8M2
833756	F4K8M3
833756	P0DH95
833756	P0DH96
397800	A0A1L8HX81
397800	P50533
833750	A0A178UKT9
833750	A8MQ78
833750	Q6NQ72
833752	A0A178UGX2
833752	F4K8L6
833752	Q9FHP6
829210	A0A178UX33
829210	Q949T8
833758	A0A178UPA1
833758	Q9FJ00
829217	A0A178UZG0
829217	Q8L9A0
57688	Q9HCJ5
834390	A0A178UTD3
834390	P33077
834390	Q0WTK3
100009272	P29751
828918	A0A178V1N3
828918	B9DG63
828918	Q94AC8
834396	A0A178UJI2
834396	Q9FG89
834398	A0A178UE45
834398	Q9FG87
828919	Q9SUD5
110095	Q9ET01
149297	F1T0K0
149297	Q5VT40
838033	A0A178W745
838033	Q9LQW3
838035	A0A178W4D1
838035	A0A1P8ANL8
838035	A0A1P8ANM0
838035	Q8H129
838037	A0A178W9E1
838037	Q38909
838038	A0A178WJE7
838038	Q67ZF6
838039	A0A178W5R5
838039	Q94B71
19211	O08586
19211	Q3UUT8
19216	B2RS62
19216	P35375
100037126	A2RRX7
214133	A0A0G2JF55
214133	Q4JK59
834644	Q8LEF3
214137	Q8CGF1
843741	Q9C9C4
827911	O81313
827917	F4JHR9
827917	Q9M157
69908	Q0PD62
69908	Q9CZT8
843746	Q9C9C6
827914	A0A178V364
827914	A8MRG7
827914	Q9XFB1
843748	Q9C9C8
257313	F8WCV4
257313	Q765I0
69902	A2AMU9
69902	A2AMV1
69902	Q9D0I8
43288	Q9VB52
51501	Q53FT3
513971	P02253
201798	Q8IY51
43282	Q9VB58
43283	A0A0B4KHQ0
43283	Q05652
43281	Q9VB59
43287	A0A0B4KH92
43287	Q9VB53
43284	F0JAF9
43284	P52654
826300	A0A178UUW2
826300	A0A178UW83
826300	F4JJI7
826300	Q8VYN2
150696	B2R879
150696	Q8N271
829574	A4VCL7
829574	Q9SYZ0
294993	B4F772
294993	F7F2F3
116448	Q8TAK6
116449	Q7Z7G1
116447	B4DYD2
116447	E5KMK7
116447	Q969P6
116444	O60391
116444	Q5F0I5
116442	Q96DA2
116443	Q8TCU5
94253	Q8K4P8
116441	Q96CE8
43130	A0A0B4LHS0
43130	A0A0B4LHY5
43130	A0A0B4LIP5
43130	Q7K137
855596	P53917
43132	Q9VBK9
43134	Q9VBK7
834930	A0A178UAQ4
834930	Q6NLW5
43136	B7Z0Q4
43136	B7Z0Q5
43136	Q9VBK0
43136	Q9VBK1
43136	Q9VBK2
834932	C0LGV0
2561	P47870
2560	P18505
2560	X5DNL6
2563	A8K496
2563	O14764
2562	B2RCW8
2562	P28472
2562	X5DQY4
834939	A0A178UMW9
834939	Q9ZWT2
2564	A0A024RC13
2564	P78334
2567	Q99928
2566	P18507
11429	Q99KI0
11428	P28271
11421	P09470
11421	Q3TU20
11423	P21836
11423	Q543Z1
132160	B7XGB9
132160	Q96MI6
11426	A0A0A0MQA6
11426	E9PVY8
17113	P24668
17113	Q3UKQ5
52502	Q5M9P7
52502	Q9CR86
17110	A0A077S9N1
17110	P17897
2543511	Q10247
2540435	O74775
17119	Q8K1Z8
17118	P26645
60412	Q6NX51
60412	Q96A65
60416	C7C5T2
60416	P47860
832578	Q8L4Q6
832577	Q9C5J3
3772552	P02299
116722	Q9Z2X3
965	P19256
966	P13987
966	Q6FHM9
967	A0A024RB05
967	P08962
960	P16070
961	A0A0A1TSG4
961	Q08722
962	A0A087X1S7
962	P09326
963	B4DQB5
963	P19397
815382	G1C2R4
815382	P93303
968	P34810
969	Q07108
969	Q53ZX0
7533	A0A024R1K7
7533	Q04917
7533	Q9H4N8
57561	Q96B67
300359	Q66H73
152926	Q8N3J5
854286	Q12196
819817	A0A178VD72
819817	Q9SQU6
836708	O49538
819814	A0A178VF59
819814	A0A178VGV3
819814	F4JAV9
819814	Q8RWY3
824539	A0A178V9C6
824539	A0A1I9LL89
824539	Q9M353
64241	Q9H221
64240	Q9H222
59079	B2RUJ2
59079	B2RUK2
59079	B7ZNX6
59079	Q80TH2
824337	Q9SCT4
278507	Q7TQN3
254158	B7ZLS7
254158	Q96LI9
42663	Q8IN02
42662	Q9VCY1
42661	Q9VCY3
42665	A8JR81
42665	A8JR82
42665	E1JIT7
42665	E2QD55
42665	E2QD56
821424	Q9LJ74
42669	Q9VCX7
42668	Q9VCX6
45031	O76932
45031	X2JG90
821426	Q9LJ72
45039	Q9VA17
414829	Q5ZI73
10466	Q9UP83
10467	O43257
10464	Q8WXW3
10465	O43447
10465	Q6FH36
10462	J3KR22
10462	Q8IUN9
10463	A0A0S2Z514
10463	Q6PML9
10460	Q9Y6A5
10461	Q12866
841636	A0A1P8AR36
841636	Q8GWI7
836762	Q9FH59
495068	Q5XH43
841632	A0A1P8ARU9
841632	Q9SAV1
841633	Q9SAV0
10468	A0A024QZU6
10468	P19883
10469	O43615
16591	O35082
836760	A0A178U7H7
836760	Q9SNY3
78309	S4R1Y1
269338	Q3USV9
269338	Q5KU38
269338	Q8R5L3
8912	A0A1W2PQW2
8912	B3KQH9
8912	O95180
8913	O43497
8910	A0A0S2Z4P5
8910	B4DP78
8910	C9JR67
8910	E9PEH6
8910	O43556
8911	Q9P0X4
8916	B4DK41
8916	Q15034
54908	Q96EA4
176349	A7LPE3
176349	A7LPE4
176349	C0P271
176349	C7FZT6
176349	P34609
176349	S6EZN6
176349	S6EZP3
176349	S6F548
176349	S6F556
176349	S6FD02
176349	S6FN04
176349	S6FN08
176349	S6FWP4
176349	S6FWP6
176349	U4MKU8
8915	A2TDT2
8915	O95999
176347	P34607
54904	Q9BZ95
176344	P34605
54901	Q5VV42
54900	Q8IWV1
54903	A0A0S2Z5Z2
54903	B4DVC5
54903	H0Y2S2
54903	Q9NXB0
853285	P47002
2540352	O94308
2540353	O14342
34259	P54398
34259	X2J986
2540351	O43009
2540356	P87148
2540357	O14340
2540354	O59676
2540355	O74783
34253	Q9VLC8
179375	Q20448
34250	A0A1B2AK90
34250	Q24152
115362	Q96PP8
34256	Q9VLC5
29192	P97887
841981	F4I0A4
841981	Q8RVL2
828701	A0A1P8B4Z3
828701	Q9SZH0
432940	Q3UCV8
297498	Q56AP7
828706	Q9SZH4
835199	Q9LU49
495686	Q5U252
131601	Q86W33
495688	Q5U250
187152	Q21319
851005	Q05900
851006	Q05902
851007	P23776
851000	P32835
168433	Q8WVZ7
851002	Q12349
814960	Q6NKX3
21985	E9PUA7
21985	F8WHQ1
21985	Q62393
50378	Q9W4L7
50379	Q9W4L6
851008	Q05905
814966	Q9SI07
151649	A8MPX8
151648	A0A024R2J4
151648	B5BUA4
151648	Q5FBB7
66249	Q9CPS7
66246	A0A0R4J1Y3
66246	Q3UQ67
66246	Q8BWU5
151647	A0A024R369
151647	Q96LR4
24265	A0A0G2JSP8
24265	P00564
24264	P07335
1418	A0A0S2A4T3
1418	P11844
169522	Q8TDN2
1410	A0A024R3B9
1410	P02511
1410	V9HW27
1411	P05813
1412	A0A024R429
1412	P53672
1413	A0A097PIJ6
1413	P53673
1414	P53674
1415	P43320
1415	R4UMM2
1417	P26998
12955	P23927
12955	Q52L78
77219	Q8VDQ1
2541401	P0CT94
2541401	P0CT95
2541401	P0CT96
2541401	P0CT97
2541402	O43091
2541404	Q9HDT9
2541407	Q9HDU5
2541406	Q9HDU8
2541409	O94339
2541408	Q9HDU1
172993	H1ZUW7
172993	O61775
824526	A0A178VGB4
824526	Q9LFG2
12952	P97784
827424	F4JNE2
827424	F4JNE3
827424	F4JNE4
844169	A0A178W934
844169	Q8GYM1
118429	A4FUA5
118429	J3KPY9
118429	P58335
118429	Q32Q26
446783	Q6DD18
844160	Q9C9Q8
91614	Q96QD5
3361128	O94577
844165	Q01525
844164	A0A178W6S8
844164	Q9M9E9
844166	Q9M9F0
35610	A0A0B4JCR9
35610	A0A0B4JD24
35610	Q7JQT8
35611	Q7K332
35612	Q9NB13
35614	Q7KJ73
35615	Q7K010
35616	Q7JWP5
814245	Q8IDG4
1466457	Q45U48
93611	A0A024R4F9
93611	A0A024R4J6
93611	B7Z1P2
93611	Q9H4M3
114105	P30348
130557	Q8N8E2
51429	Q9Y5X1
51428	B3KRK2
51428	Q9UJV9
32969	Q9VWE8
181416	G5EG61
32967	Q9VWF0
32966	M9PF85
32966	Q7JVP2
32965	M9PHL0
32965	M9PHZ0
32965	M9PI16
32965	Q9VWF2
32964	Q9VWF3
51421	Q9Y2J4
32962	M9PI14
32962	Q9VWF5
51422	A0A090N8Q6
51422	B7Z6X8
51422	E9PGP6
51422	Q9UGJ0
374268	Q9DDT2
200894	Q3SXY8
81646	P15337
22319	P63024
22318	P63044
22318	Q8CHR4
189647	G5ECN7
189640	Q9N430
189642	Q9N432
221749	Q5TGL8
224997	D3Z508
224997	D3Z6F4
224997	E9QAR5
224997	Q3UHD8
224997	Q3UVU8
224997	Q9D415
23950	G3X8S5
23950	O54946
104082	Q920I9
23957	Q62227
23958	Q543C7
23958	Q9QXZ7
51601	Q9Y234
9687	Q4ZG55
2540264	P54069
27240	Q9Y3P8
27241	A0A090N7W2
27241	A0A090N8P4
27241	Q3SYG4
27242	A0A024RD71
27242	O75509
27243	A0A024R4S0
27243	O43633
27244	Q9Y6P5
27245	Q5TGY3
27246	Q9Y4L5
27247	Q9UMS0
78891	Q9EQC5
78891	R4H4Y7
27249	Q9H3L0
35977	A0A0B4K6V0
35977	A0A0B4K7K9
35977	A0A0B4K7V8
35977	A0A0B4K843
35977	A0A0B4KF38
35977	A1Z7V1
35977	A8DY79
2540263	O13612
2540260	Q9USR6
2540261	Q9HGM6
57449	O94827
35754	Q0E9F9
853572	P47146
853573	P03965
853570	P47144
853571	P47145
853576	P47149
853574	P47147
853575	P47148
853578	P47150
853579	P47152
428767	P17153
320127	D3YWQ0
320127	D3Z2W1
32343	B7Z150
32343	B7Z151
32343	Q86B55
32343	Q8MR12
32343	X2JBS2
32343	X2JDP4
55947	S4R1N2
32341	Q9VY87
32340	E1JJK6
32340	E1JJK7
32340	E1JJK8
32340	E1JJK9
32340	M9PEJ5
32340	M9PJM8
32340	P43125
32340	X2JF93
55942	Q9JL10
55943	O88983
32345	Q9VY83
32349	Q9VY78
32348	Q9VY79
57448	Q9NR09
814240	Q8IDG9
55948	O70456
820980	A0A178VKB6
820980	Q9LUV2
627009	B1ARV6
16414	P11835
16414	Q542I8
35979	Q7JWH6
174236	H2KYA3
174236	Q95QK5
108017	A0A0N4SVN7
108017	Q9D2W0
174239	G5EGH3
174239	Q9Y049
261631	Q9VFB5
7066	F8W6L1
7066	P40225
7066	Q5FBX8
103637824	Q0MWY2
174319	G5EC21
389336	Q6UWT4
389337	A1IGU5
39878	M9NFH8
39878	M9PCU8
39878	Q9VVA4
836640	A0A178UG26
836640	A0A1P8BF67
836640	Q9FJP9
836643	Q9FJP6
57549	Q9P2J2
836647	A0A178U8U5
836647	B9DH43
836647	Q9FJP3
836646	A0A178UQV2
836646	A8MQK5
836646	B9DGG1
836646	Q39237
57544	B7ZME4
57544	Q9P2K2
39871	P26802
57546	Q9P2J9
39873	M9MS15
39873	P23654
39874	Q9VV99
39875	M9PFS8
39875	Q9VVA0
57542	B2RNT7
57542	F5H523
57542	Q9P2K6
39877	O77410
93834	E9QPQ6
93834	Q8BST6
27309	B4DFG9
27309	Q53EN0
27309	Q9Y3S2
853753	P34251
441250	Q6NUM6
2543423	Q10215
816613	A0A178VP30
816613	Q9FEF9
816613	Q9SKT5
816614	Q8S8I2
37767	B5RJ65
37767	Q05344
816618	A0A1P8B0M4
816618	Q06BH3
396303	Q90972
16418	O55135
16418	Q545K4
100529239	A0A1W2PQS6
9839	A0A1B0GVV8
9839	O60315
309126	F1LQP9
26115	Q9HCD6
33223	Q9Y149
26119	B3KR97
26119	Q5SW96
835112	Q541Y1
835112	Q9FK28
37760	Q9W1K1
113220	B1ALC3
113220	Q96FN5
18627	A0A0R4J0U3
18627	O54943
18627	Q3TW41
18627	Q8C8R0
407170	F1MWF1
810618	Q8I714
37449	A0A0B4K7C5
37449	Q9V3V2
37447	A0A0B4K862
37447	A0A0B4LG79
37447	B7YZM9
37447	B7YZN0
37447	E1JGQ9
37447	P49415
37446	Q9W2G8
810616	Q8IIU9
810617	Q8IIU8
4961492	F5HID2
4961492	Q77ZG5
37440	Q9W2H4
79856	A0A024R5Y5
79856	Q6ZTF9
79856	Q96L94
2542845	Q9UT39
3429	A0A087WZF8
3429	A8K0H0
3429	P40305
3429	Q7Z5R2
3428	Q16666
2542840	Q09786
79853	Q53R12
79850	I3L336
79850	Q8TBR7
2542843	O13705
3423	B4DGD7
3423	P22304
3422	Q13907
3421	O15384
3421	P51553
2542848	P52808
3426	A8K3L0
3426	B4DRF2
3426	G3XAM2
3426	P05156
3426	Q8WW88
84766	Q9BSW2
84767	Q9BSJ1
2002	A0A024R1A7
2002	P19419
2002	Q86SR6
947299	P06722
2000	Q99607
2001	A0A087X1W9
2001	A8K443
2001	Q9UKW6
855938	Q12529
855939	Q12083
2004	A0A024RBE2
2004	P41970
2005	A0A024R997
2005	A0A024R9C2
2005	P28324
2005	Q8IXL1
855934	Q99257
855935	Q12467
855936	P14284
2009	O00423
855930	P36534
855931	P21592
4851	P46531
855933	Q12091
14174	Q0VG15
12482	P19437
12482	Q542S5
14173	P15655
14173	Q541T2
71664	Q9DD20
14178	P36363
14178	Q544I6
